Gene name	Human gene name
Nr0b1	NR0B1
Asb9	ASB9
Styk1	STYK1
Timm23	TIMM23
Timm23	TIMM23B
Entpd5	ENTPD5
Mageb4	MAGEB2
Cep19	CEP19
Gm21974	VKORC1
Gm21974	
Ech1	
Tbc1d25	TBC1D25
Rabgap1l	RABGAP1L
Erbb3	
Nrros	NRROS
Ybx3	YBX3
Zfand1	ZFAND1
Il2rb	IL2RB
Rab2b	RAB2B
Sbf2	SBF2
Ces1h	CES1
Bex6	BEX4
Fbxo45	FBXO45
Wdr53	WDR53
Il1rapl1	IL1RAPL1
Xab2	XAB2
Smco1	SMCO1
Psap	PSAP
Clip4	CLIP4
Rnf168	RNF168
Gm21954	
C1qtnf6	C1QTNF6
Chmp4c	CHMP4C
Pex10	PEX10
Ubxn7	UBXN7
Ppp3ca	PPP3CA
Medag	MEDAG
Sstr3	SSTR3
Gm6619	
Ebp	
Ebp	EBP
Sh3gl2	SH3GL2
5430401F13Rik	
Rac2	RAC2
Tas2r130	TAS2R7
Tas2r107	TAS2R10
Tas2r106	TAS2R10
Tas2r104	TAS2R10
Tas2r105	TAS2R10
Cyth4	CYTH4
Tas2r114	TAS2R10
Ces5a	CES5A
Tm4sf19	TM4SF19
Tm4sf19	TM4SF19-DYNLT2B
Plau	PLAU
Mospd2	MOSPD2
Gli3	GLI3
Vti1a	VTI1A
Ankle2	ANKLE2
Prb1	
Dynlt2b	DYNLT2B
Dynlt2b	
Bbof1	BBOF1
Pde1c	PDE1C
Rer1	RER1
Pcyt1a	PCYT1A
Tox4	TOX4
Tfdp2	TFDP2
Pet100	PET100
Snx16	SNX16
Rnf113a2	
Aldh6a1	ALDH6A1
Tcf7l2	TCF7L2
Mast2	MAST2
Pcp2	PCP2
Vcl	VCL
Lin52	LIN52
Tgfb2	TGFB2
Inhba	INHBA
Slc51a	SLC51A
Itsn2	ITSN2
Tex26	TEX26
Cert1	CERT1
Nr1h5	
Dcaf8l	DCAF8L2
Dcaf8l	DCAF8L1
Fanca	FANCA
Ap3m1	AP3M1
Zdhhc19	ZDHHC19
Elfn2	ELFN2
Rrp15	RRP15
Dcx	DCX
Vkorc1	VKORC1
Vkorc1	
Tns2	TNS2
Lrch3	LRCH3
Pirb	LILRB4
Pirb	LILRB3
D1Pas1	
Mphosph9	MPHOSPH9
Gpr52	GPR52
Ngef	NGEF
Mettl3	METTL3
Sike1	SIKE1
Emcn	EMCN
Rlbp1	RLBP1
Gnao1	GNAO1
4932429P05Rik	PPP4R3C
A730046J19Rik	SERTM2
Sugct	SUGCT
4930415L06Rik	PPP4R3C
Mageb11	
Sall2	SALL2
Pgam5	PGAM5
Olfr1513	OR10G3
Mageb2	MAGEB6
Mageb2	MAGEB6B
Olfr1512	OR10G3
Mplkip	MPLKIP
Olfr1511	OR10G2
Fancb	FANCB
Ppil3	PPIL3
Spire2	SPIRE2
Olfr1510	OR10G2
Hmgcr	HMGCR
Olfr1509	OR4E2
Alk	ALK
Ddit4l	DDIT4L
Olfr1508	OR4E1
Parg	PARG
Mageb6b1	MAGEB6
Mageb6b1	MAGEB6B
Gm21962	
Gm17604	
Mageb6b2	MAGEB6
Mageb6b2	MAGEB6B
Nbea	NBEA
1700084M14Rik	
Haghl	HAGHL
Mageb5b	MAGEB5
Pxmp2	PXMP2
Glra2	GLRA2
Amfr	AMFR
Wdr95	
Mtm1	
Adm	ADM
Ankrd31	ANKRD31
Spata17	SPATA17
Gcnt4	GCNT4
Sytl2	SYTL2
Cdk13	CDK13
Morn1	MORN1
Stxbp2	STXBP2
Iqcg	IQCG
Pole	POLE
Mfng	MFNG
Rpl35a	RPL35A
Atp1b3	ATP1B3
Neu2	NEU2
Spryd3	SPRYD3
Srrm1	SRRM1
Ypel5	YPEL5
Rala	RALA
Mab21l1	MAB21L1
Rnf7	RNF7
Lmln	LMLN
Ralyl	RALYL
Igfbp6	IGFBP6
Lmbrd1	LMBRD1
Fam228a	FAM228A
Gm28729	
Olfr1507	OR4E1
Ccdc78	CCDC78
Hyou1	HYOU1
Soat2	SOAT2
Yae1d1	YAE1
Adk	ADK
Osbpl11	OSBPL11
Lbh	LBH
1700010I14Rik	C6orf118
Pou6f2	POU6F2
Fam228b	FAM228B
Fam228b	
Card10	CARD10
Snx4	SNX4
Nudt21	NUDT21
Vps41	VPS41
Slc7a12	
Zfp148	ZNF148
Cdc42ep1	CDC42EP1
Pfn4	PFN4
Lgals2	LGALS2
H2az1	H2AZ1
Hsph1	HSPH1
Atat1	ATAT1
Gga1	GGA1
Retn	RETN
Sf3b6	SF3B6
Mcemp1	MCEMP1
Ogdhl	OGDHL
Fcor	
Fkbp1b	FKBP1B
Rc3h1	RC3H1
Trappc5	TRAPPC5
Amph	AMPH
Slc12a8	SLC12A8
Ogfod1	OGFOD1
Wdcp	WDCP
Dnajb14	DNAJB14
Gm49510	
Gm49510	SH3BP1
Sh3bp1	
Sh3bp1	SH3BP1
Mfsd2b	MFSD2B
Mageb5	MAGEB5
1700024G13Rik	C10orf53
Tm4sf1	TM4SF1
Epb42	EPB42
Mageb1	MAGEB6
Mageb1	MAGEB6B
Ski	SKI
Mageb18	MAGEB18
Gm5941	
Ipp	IPP
Gemin8	GEMIN8
Prpmp5	
Tm4sf4	TM4SF4
Gm8882	
Nif3l1	NIF3L1
Lamtor3	LAMTOR3
Agtpbp1	AGTPBP1
Prh1	
Tmem69	TMEM69
Prp2	
Arx	ARX
Lsm5	LSM5
Faap20	FAAP20
Ubxn2a	UBXN2A
A630073D07Rik	
Rasa2	RASA2
Wwtr1	WWTR1
Chat	CHAT
Pola1	POLA1
Tas2r120	TAS2R50
Tas2r120	TAS2R43
Tas2r120	TAS2R31
Tas2r120	TAS2R19
Tas2r120	TAS2R46
Tas2r120	TAS2R30
Tas2r120	TAS2R20
Pdxp	PDXP
Bbs2	BBS2
Bbs2	
Tgm5	TGM5
Tas2r121	TAS2R13
Lgals1	LGALS1
Tas2r122	
Heg1	HEG1
Tas2r115	TAS2R14
Tas2r124	TAS2R13
Tas2r102	TAS2R13
Tas2r136	TAS2R50
Tas2r136	TAS2R43
Tas2r136	TAS2R31
Tas2r136	TAS2R19
Tas2r136	TAS2R46
Tas2r136	TAS2R30
Tas2r136	TAS2R20
Nol12	NOL12
Nol12	
Ncmap	NCMAP
Avl9	AVL9
Atad2b	ATAD2B
Serpinc1	SERPINC1
Gle1	GLE1
Csad	CSAD
Mt4	MT4
Commd2	COMMD2
Mt3	
P2rx2	P2RX2
Tas2r117	TAS2R14
Tas2r123	TAS2R14
Dapp1	DAPP1
Gm17728	
Qars	QARS1
Klhl29	KLHL29
Antkmt	ANTKMT
Mt2	
Tas2r116	TAS2R14
Tas2r110	TAS2R14
Tas2r113	TAS2R14
Kbtbd2	KBTBD2
Mt1	MT1B
Mt1	MT1HL1
Mt1	MT1A
Mt1	MT1G
Mt1	MT2A
Mt1	MT1H
Mt1	MT1X
Mt1	MT1M
Mt1	MT1F
Mt1	MT1E
Adamtsl1	ADAMTSL1
Zbtb37	ZBTB37
Tas2r125	TAS2R14
Tcf25	TCF25
Alg13	ALG13
Tas2r129	TAS2R14
Tgm7	TGM7
Tas2r131	TAS2R42
Fkbp9	FKBP9
Pabpc6	PABPC3
Gm50367	ANTKMT
Muc13	MUC13
Lcmt2	LCMT2
Tas2r109	TAS2R14
Chka	CHKA
Gm5105	
Tas2r103	TAS2R14
Tas2r140	TAS2R14
1110002E22Rik	C4orf54
Metrn	METRN
Slc18a3	SLC18A3
Smim10l1	SMIM10L1
Ankub1	ANKUB1
5530400C23Rik	
Apob	APOB
Orc2	ORC2
Mttp	MTTP
Itgb5	ITGB5
Lclat1	LCLAT1
Ercc6	ERCC6
Cntn4	CNTN4
Kcnq2	KCNQ2
Fbxl16	FBXL16
Tcirg1	TCIRG1
Ldah	LDAH
Lrcol1	LRCOL1
Mtmr1	
B3glct	B3GLCT
Wdr24	WDR24
Ccdc89	CCDC89
Kat6b	KAT6B
Gpbp1l1	GPBP1L1
Lgals4	
Gpatch2	GPATCH2
Mrps18b	MRPS18B
Trmt10a	TRMT10A
Umps	UMPS
Fbrsl1	FBRSL1
Rcan3	RCAN3
Kalrn	KALRN
Crebzf	CREBZF
Csde1	CSDE1
Saxo1	SAXO1
Klc3	KLC3
Rraga	RRAGA
Ccdc17	CCDC17
Qk	QKI
Zfp740	ZNF740
Gdf7	GDF7
Hs1bp3	HS1BP3
Trpc5	TRPC5
Prkcz	PRKCZ
Ndufs8	NDUFS8
Eif2d	EIF2D
Galnt9	GALNT9
Rhob	RHOB
Slc7a15	
Trpc5os	TRPC5OS
Lgals7	
Itgb7	ITGB7
Pcyt1b	PCYT1B
Capn13	CAPN13
Rxfp2	RXFP2
Pum2	PUM2
Tmem126a	TMEM126A
Rarg	RARG
Tmem126b	TMEM126B
Rtl4	RTL4
Ap2a1	AP2A1
Dupd1	DUSP29
Aldh3b1	ALDH3B1
Pacrg	PACRG
Lhfpl1	LHFPL1
Mc1r	MC1R
Prrxl1	DRGX
Haus6	HAUS6
Tubb3	TUBB3
Pdk3	PDK3
Jmjd8	JMJD8
Kap	
Unc93b1	UNC93B1
Nup93	NUP93
Nt5c3	NT5C3A
Porcn	PORCN
Gm9918	
Mfsd5	MFSD5
Triobp	TRIOBP
Noc4l	NOC4L
3425401B19Rik	C10orf71
Gabrd	GABRD
Ppp1r10	PPP1R10
Aldh3b3	ALDH3B2
Tmem273	TMEM273
Nipal3	NIPAL3
Rps26	
Aldh3b2	ALDH3B2
Ddx51	DDX51
Ptprr	PTPRR
Fam170b	FAM170B
Vmn1r4	
Acy3	ACY3
Vmn1r5	
Vmn1r6	
Vstm4	VSTM4
Vmn1r7	
Il5ra	IL5RA
Fry	FRY
Stub1	STUB1
Dusp13	DUSP13
Vmn1r8	
Tbx10	
Etv6	ETV6
4930579F01Rik	C4orf17
Nudt8	
Galnt14	GALNT14
Stpg1	STPG1
Zbtb38	ZBTB38
Gm49405	
Doc2g	
Adh7	ADH7
Plin2	PLIN2
Fcer2a	FCER2
Vmn1r9	
Vmn1r10	
Vmn1r11	
Ndufv1	NDUFV1
Ckm	CKM
Vmn1r12	
Rnf13	RNF13
Vmn1r13	
Vmn1r14	
Slc37a4	SLC37A4
Bcl2l14	BCL2L14
Nasp	NASP
Bckdk	BCKDK
Samd8	SAMD8
Vmn1r15	
Esrrg	ESRRG
Ehd3	EHD3
Vmn1r16	
Naa35	NAA35
Vmn1r17	
Vmn1r18	
Vmn1r19	
Vmn1r20	
Rhbdl1	RHBDL1
Gstp1	GSTP1
Lrp6	LRP6
AU015836	CHCHD4
Qrich1	QRICH1
Taf7l2	TAF7L
Zfx	ZFX
Ikzf4	
Fam126b	FAM126B
Wdfy4	WDFY4
Gm20683	RHOT2
Prkn	PRKN
Gstp2	GSTP1
Capn12	
Trnt1	TRNT1
Grhl3	GRHL3
Gstp3	
Amot	AMOT
Zar1l	ZAR1L
Pkm	PKM
Cabp2	CABP2
Ampd3	AMPD3
H1f0	H1-0
Gcat	GCAT
Akr1a1	AKR1A1
Ablim2	ABLIM2
Abcf1	ABCF1
Suox	
Psme3	PSME3
Rab5b	
Adgrb3	ADGRB3
Adh1	ADH1B
Adh1	ADH1C
Adh1	ADH1A
Espl1	ESPL1
Ropn1	ROPN1B
Ropn1	ROPN1
Ptprb	PTPRB
Golm1	GOLM1
Cdk2ap2	CDK2AP2
Ifnlr1	IFNLR1
Ccdc14	CCDC14
Pfn2	PFN2
Ppm1k	PPM1K
Il22ra1	IL22RA1
Lrrc18	LRRC18
Cd99l2	
Kat8	KAT8
Pitpnm1	PITPNM1
Cfap74	CFAP74
Mansc1	MANSC1
Borcs5	BORCS5
Lrrcc1	LRRCC1
Agpat4	AGPAT4
4921517D22Rik	
Herc6	HERC6
Mylk	MYLK
Aoc2	AOC2
Prss8	PRSS8
Ifi47	
Spata31d1a	SPATA31D1
Spata31d1a	SPATA31D3
Spata31d1a	SPATA31D4
Spata31d1b	SPATA31D1
Spata31d1b	SPATA31D3
Spata31d1b	SPATA31D4
Vdac2	VDAC2
Olfr1396	
Prr3	PRR3
Spata31d1d	SPATA31D1
Spata31d1d	SPATA31D3
Spata31d1d	SPATA31D4
Gm10277	
Aoc3	AOC3
Tsks	TSKS
1700014D04Rik	
Pyurf	PYURF
Isca1	ISCA1
Dusp16	DUSP16
Olfr1395	
Myom3	MYOM3
Olfr1394	
Gaa	GAA
Gm49354	TUT7
Aip	AIP
Kcnmb4	KCNMB4
Rhot2	RHOT2
Gcat	GCAT
Tut7	TUT7
Galr3	GALR3
Oprm1	OPRM1
Ankrd54	ANKRD54
Tmem134	TMEM134
Lancl2	LANCL2
Dennd4c	DENND4C
Cabp4	CABP4
Mark4	MARK4
Trappc4	TRAPPC4
Ftsj1	FTSJ1
Gpr152	GPR152
Coro1b	CORO1B
Pfdn5	PFDN5
Crebl2	CREBL2
Dnmt1	DNMT1
Slc12a3	SLC12A3
Crbn	CRBN
Pipox	PIPOX
Arhgap22	ARHGAP22
Hacd2	HACD2
Exoc3l2	EXOC3L2
Ndufb3	NDUFB3
Bloc1s3	BLOC1S3
Adcy5	ADCY5
Sdc1	SDC1
Rassf5	RASSF5
Rnf141	RNF141
Eif3l	EIF3L
G6pc	G6PC1
Ptprcap	PTPRCAP
Gnl1	GNL1
Gas1	GAS1
Eif2s3x	EIF2S3B
Eif2s3x	EIF2S3
Rps6kb2	RPS6KB2
Prdx1	PRDX1
Eif4a3	EIF4A3
Dapk1	DAPK1
Myg1	MYG1
Laptm4a	LAPTM4A
Comtd1	COMTD1
Sec22a	SEC22A
Gm27029	PTGES3L-AARSD1
Gm27029	AARSD1
Clec4g	CLEC4G
Hmgb3	
H2-T24	HLA-C
H2-T24	HLA-G
H2-T24	HLA-F
H2-T24	HLA-B
H2-T24	HLA-A
H2-T24	HLA-E
Lyve1	LYVE1
Matn3	MATN3
Pdia5	PDIA5
Xdh	XDH
Aarsd1	PTGES3L-AARSD1
Aarsd1	AARSD1
Prss36	PRSS36
Lrrn1	LRRN1
Tmem52	TMEM52
Zfp503	ZNF503
Wdr35	WDR35
Micall1	MICALL1
Vopp1	VOPP1
4931408C20Rik	
Cd209a	CD209
Sema5b	SEMA5B
Gm597	
Btnl9	BTNL9
Ush2a	USH2A
Mmachc	MMACHC
Klhl15	KLHL15
Lrmda	LRMDA
Vmn1r21	
Rps6	RPS6
Setmar	
Fanci	FANCI
Vmn1r22	
Vmn1r23	
Acer2	ACER2
Herpud1	HERPUD1
Vmn1r24	
Vmn1r25	
Vmn1r26	
Aaas	AAAS
Sumf1	SUMF1
Ccdc163	
Card14	CARD14
CXorf58	CXorf58
Adh6a	
Fam90a1b	FAM90A19P
Fam90a1b	FAM90A1
Fam90a1b	FAM90A23P
Fam90a1b	FAM90A10P
Fam90a1b	FAM90A22P
Fam90a1b	FAM90A8P
Fam90a1b	FAM90A9P
Fam90a1b	FAM90A7P
Fam90a1b	FAM90A26
Fam90a1b	FAM90A17P
Fam90a1b	FAM90A16P
Fam90a1b	FAM90A14P
Fam90a1b	FAM90A18P
Slc49a4	SLC49A4
Carns1	CARNS1
Cd209e	CD209
Slc38a5	SLC38A5
Gpr19	GPR19
Hspbap1	HSPBAP1
Cd209d	CD209
Tbc1d10c	TBC1D10C
Nras	NRAS
Parp14	PARP14
Srd5a2	SRD5A2
Flacc1	FLACC1
Def8	DEF8
Ptges3l	PTGES3L
Srsf10	SRSF10
Map3k4	MAP3K4
Dad1	DAD1
Ttc32	TTC32
Dtx3l	DTX3L
1700088E04Rik	C22orf23
Mapk8	MAPK8
Osr1	OSR1
Rundc1	RUNDC1
Vmn1r27	
Adh6b	ADH6
Vmn1r28	
Parp9	PARP9
Sez6	SEZ6
Cadps2	CADPS2
Nt5c1b	NT5C1B-RDH14
Nt5c1b	NT5C1B
Tsc22d2	TSC22D2
Ikbke	IKBKE
Serp1	SERP1
Trappc6a	TRAPPC6A
Ssxb10	SSX7
Ssxb10	SSX2
Ssxb10	SSX5
Ssxb10	SSX1
Ssxb10	SSX4
Ssxb10	SSX4B
Ssxb10	SSX3
Ssxb10	SSX2B
E2f5	E2F5
Ssxb9	SSX7
Ssxb9	SSX2
Ssxb9	SSX5
Ssxb9	SSX1
Ssxb9	SSX4
Ssxb9	SSX4B
Ssxb9	SSX3
Ssxb9	SSX2B
BC051665	
Ppp1ca	PPP1CA
Ssxb1	SSX7
Ssxb1	SSX2
Ssxb1	SSX5
Ssxb1	SSX1
Ssxb1	SSX4
Ssxb1	SSX4B
Ssxb1	SSX3
Ssxb1	SSX2B
Ctsll3	
Adh4	ADH4
Slc24a2	SLC24A2
Nkpd1	NKPD1
Ssxb2	SSX7
Ssxb2	SSX2
Ssxb2	SSX5
Ssxb2	SSX1
Ssxb2	SSX4
Ssxb2	SSX4B
Ssxb2	SSX3
Ssxb2	SSX2B
Sp7	SP7
4930486L24Rik	
Kpna1	KPNA1
Ppp1r37	PPP1R37
Polr2f	POLR2F
Ampd1	AMPD1
Gm49392	
Gm49393	
Gm49391	
Rad9a	RAD9A
Ctla2b	
Gpm6b	GPM6B
Cflar	CFLAR
H2-T23	
Cpt1c	CPT1C
Sgsh	SGSH
Sp1	SP1
Tpbpb	
Rbis	RBIS
Sox10	SOX10
Pnrc2	PNRC2
Ctla2a	
Zfp62	ZFP62
Clcf1	CLCF1
Plg	PLGLB1
Plg	PLGLB2
Plg	PLG
Wdr5b	WDR5B
Fam162a	FAM162A
Cnr2	CNR2
Frmpd2	FRMPD2
Gm45928	POLD4
Gm45928	
Adh5	ADH5
Amhr2	
Pold4	POLD4
Pold4	
Fuca1	FUCA1
Ccdc58	MIX23
Tpbpa	
Phf3	PHF3
Abhd4	ABHD4
Ssh3	SSH3
Tesk2	TESK2
Rpl27	RPL27
Memo1	MEMO1
Prr13	
Rdh14	RDH14
Ctsj	
Csta1	CSTA
Car13	CA13
Stfa2l1	CSTA
Cstdc4	CSTA
Kcns3	KCNS3
Ifi35	IFI35
Csta3	CSTA
Eif2a	EIF2A
Csta2	CSTA
Pick1	PICK1
Actn4	
Stfa1	CSTA
Msgn1	MSGN1
Ctsq	
Gen1	GEN1
Mllt3	MLLT3
Cstdc6	CSTA
Mgat1	MGAT1
Ptp4a1	PTP4A1
Olfr49	
Cstdc5	CSTA
Kctd3	KCTD3
Ctsr	
Slc22a3	SLC22A3
Ptpn20	PTPN20
Rps25	RPS25
Nlrc5	NLRC5
Stfa2	CSTA
Stfa3	CSTA
Casr	CASR
Cts6	
Cdk2	
Cts8	
Pxylp1	PXYLP1
Olfr1393	
Hmgcl	HMGCL
H2-T22	
Slc26a11	SLC26A11
Gdf10	GDF10
Gm49486	PICK1
Metap1	METAP1
Slc16a8	SLC16A8
Gdf2	GDF2
Rbp3	RBP3
Cd86	CD86
Gm49398	
Oxa1l	OXA1L
Baiap2l2	BAIAP2L2
Gale	GALE
Cts7	
Ankrd13d	ANKRD13D
Casp8	CASP8
Selenot	SELENOT
Zfp488	ZNF488
Ildr1	ILDR1
Gm30083	ANTXRL
Smc6	SMC6
Pla2g6	PLA2G6
Pmel	
Gm5460	
Car1	CA1
Vat1	VAT1
Ctsm	
Grk2	GRK2
Toe1	TOE1
A630023A22Rik	
S1pr2	S1PR2
Antxrl	ANTXRL
Impdh2	IMPDH2
Gm6034	
Dgka	
Ptp4a1	PTP4A1
Erich6	ERICH6
Olfr1392	
Dpy30	DPY30
Gemin7	GEMIN7
Olfr10	
Olfr1391	
Gm49352	
Cts3	
Car3	CA3
Olfr1390	
Rnd2	RND2
Slc7a7	SLC7A7
Zfp296	ZNF296
Gm5698	ALYREF
Irag1	IRAG1
Siah2	SIAH2
4931428L18Rik	ALYREF
Cd209b	CD209
Dennd2c	DENND2C
Slc15a2	SLC15A2
Pym1	
Phf12	PHF12
Lypla2	LYPLA2
Gm11127	HLA-C
Gm11127	HLA-G
Gm11127	HLA-F
Gm11127	HLA-B
Gm11127	HLA-A
Gm11127	HLA-E
Brca2	BRCA2
Spsb4	SPSB4
Mmp19	
Ndufaf3	NDUFAF3
Zfp808	
Slc22a2	SLC22A2
Gm3604	
Kdm2a	KDM2A
Tmem198b	
Gm14459	SSX7
Gm14459	SSX2
Gm14459	SSX5
Gm14459	SSX1
Gm14459	SSX4
Gm14459	SSX4B
Gm14459	SSX3
Gm14459	SSX2B
Gm49359	
Ssxb6	SSX7
Ssxb6	SSX2
Ssxb6	SSX5
Ssxb6	SSX1
Ssxb6	SSX4
Ssxb6	SSX4B
Ssxb6	SSX3
Ssxb6	SSX2B
Apoo	APOO
Gramd2	GRAMD2A
Zfp935	
Zfp934	
Ipcef1	IPCEF1
Gnb1	GNB1
6720489N17Rik	
Vsnl1	VSNL1
Platr25	
Eif3k	
Slc22a1	SLC22A1
Olfr1389	OR2Y1
Gm5141	
Rad51ap2	RAD51AP2
Anxa8	ANXA8
Anxa8	ANXA8L1
Olfr1388	OR2Y1
Fbp2	FBP2
Olfr1387	OR2Y1
Olfr1386	
Cyria	CYRIA
Wdr90	WDR90
Car2	CA2
Olfr1385	
Dhrs13	DHRS13
Fbp1	FBP1
Fus	FUS
Mindy4b-ps	MINDY4B
Olfr1384	
Olfr1383	
Mrpl4	MRPL4
Aopep	AOPEP
Olfr1382	
Gm9733	SIRPA
Gm9733	
Gm9733	SIRPG
Gm9733	SIRPB1
Cd209c	CD209
Clrn1	CLRN1
Rnf213	RNF213
N4bp2l1	N4BP2L1
Npy4r	NPY4R
Npy4r	NPY4R2
Mrpl52	MRPL52
Dnajc14	
Afg3l1	
Mycn	MYCN
Ofd1	OFD1
Bcas2	BCAS2
Afap1	AFAP1
Gprin2	GPRIN2
Eaf2	EAF2
Ddx1	DDX1
Mmp14	MMP14
Senp8	SENP8
Ssxb3	SSX7
Ssxb3	SSX2
Ssxb3	SSX5
Ssxb3	SSX1
Ssxb3	SSX4
Ssxb3	SSX4B
Ssxb3	SSX3
Ssxb3	SSX2B
Eif4e	EIF4E
Cnksr3	CNKSR3
Cnksr3	
Slc25a36	SLC25A36
Trappc2	TRAPPC2
Trappc2	TRAPPC2B
Frmd8	FRMD8
Syt15	SYT15
Syt15	
Brca1	BRCA1
Iqcb1	IQCB1
Ep400	EP400
Gm15448	LILRB4
Gm15448	LILRB3
Ssxb8	SSX7
Ssxb8	SSX2
Ssxb8	SSX5
Ssxb8	SSX1
Ssxb8	SSX4
Ssxb8	SSX4B
Ssxb8	SSX3
Ssxb8	SSX2B
Sarnp	
Dbndd1	DBNDD1
Dalrd3	DALRD3
Ssx9	SSX7
Ssx9	SSX2
Ssx9	SSX5
Ssx9	SSX1
Ssx9	SSX4
Ssx9	SSX4B
Ssx9	SSX3
Ssx9	SSX2B
Nbas	NBAS
Ssxb5	SSX7
Ssxb5	SSX2
Ssxb5	SSX5
Ssxb5	SSX1
Ssxb5	SSX4
Ssxb5	SSX4B
Ssxb5	SSX3
Ssxb5	SSX2B
Slc25a45	SLC25A45
Rab9	RAB9A
Sirpb1a	SIRPA
Sirpb1a	
Sirpb1a	SIRPG
Sirpb1a	SIRPB1
Lrp10	LRP10
Cd209f	
Cd209f	CLEC4M
Pycard	PYCARD
Gm6592	SSX7
Gm6592	SSX2
Gm6592	SSX5
Gm6592	SSX1
Gm6592	SSX4
Gm6592	SSX4B
Gm6592	SSX3
Gm6592	SSX2B
Ulbp1	
Gm5751	SSX7
Gm5751	SSX2
Gm5751	SSX5
Gm5751	SSX1
Gm5751	SSX4
Gm5751	SSX4B
Gm5751	SSX3
Gm5751	SSX2B
Pira2	LILRB4
Pira2	LILRB3
B630019K06Rik	
Lgsn	LGSN
Tceanc	TCEANC
Fthl17b	
Fthl17c	
Cd209g	
Cd209g	CLEC4M
Sirpb1b	SIRPA
Sirpb1b	
Sirpb1b	SIRPG
Sirpb1b	SIRPB1
Golgb1	GOLGB1
Dnaaf6	DNAAF6
Fthl17d	
Shld2	SHLD2
Maged1	MAGED1
Inf2	INF2
Olfr1381	
Ormdl2	
Olfr1380	
Pithd1	PITHD1
Trak2	TRAK2
Ctr9	CTR9
Cpne2	CPNE2
Maff	MAFF
Flt4	FLT4
Tigd3	TIGD3
Wdr6	WDR6
Dpf2	DPF2
Gdf11	
Il15ra	IL15RA
Tspan5	TSPAN5
Mcrip2	MCRIP2
Tmem184b	TMEM184B
Rem2	REM2
Trim42	TRIM42
Lrp11	LRP11
Icam1	ICAM1
Scgb3a1	SCGB3A1
Hcls1	HCLS1
Mutyh	
Mutyh	MUTYH
Glud1	
Mettl26	METTL26
Endov	ENDOV
Fthl17e	
Egfl6	EGFL6
Cd63	
Srgap2	SRGAP2B
Srgap2	SRGAP2
Srgap2	SRGAP2C
Adssl1	ADSS1
Fam25c	FAM25C
Fam25c	FAM25A
Fam25c	FAM25G
Sirpb1c	SIRPA
Sirpb1c	
Sirpb1c	SIRPG
Sirpb1c	SIRPB1
Fthl17f	
Fbxo40	FBXO40
Csnk1e	TPTEP2-CSNK1E
Csnk1e	CSNK1E
Wfikkn1	WFIKKN1
Gas8	GAS8
Sncg	SNCG
4930402K13Rik	
Icam4	ICAM4
Gspt2	GSPT2
Igf2r	IGF2R
Trim72	TRIM72
Prmt5	PRMT5
Polq	POLQ
Cdc42ep2	CDC42EP2
P4htm	P4HTM
Zxdb	
Pola2	POLA2
Pola2	
Lancl3	LANCL3
Gm14548	LILRB4
Gm14548	LILRB3
Lilra6	LILRB4
Lilra6	LILRB3
Gm14862	
Rdh5	
Fancc	FANCC
Xk	XK
Hpdl	HPDL
Eloa	ELOA
Gm5150	SIRPA
Gm5150	
Gm5150	SIRPG
Gm5150	SIRPB1
Rhou	RHOU
Bloc1s1	
Trim33	TRIM33
Cnot6	CNOT6
H2al1m	H2AL1RP
Clstn2	CLSTN2
Spin4	SPIN4
Siva1	SIVA1
Rab4a	RAB4A
H2al1k	H2AL1RP
Focad	FOCAD
Mmrn2	MMRN2
Pcmt1	PCMT1
Tmsb4x	TMSB4Y
Akt1	AKT1
Kcnj4	KCNJ4
Tlr8	TLR8
Kdelr3	KDELR3
Polg	POLG
Haus4	
Haus4	HAUS4
Cybb	CYBB
Ddx17	DDX17
Ccsap	CCSAP
Nptx1	NPTX1
Icam5	ICAM5
Acta1	ACTA1
Flot2	FLOT2
Ajuba	AJUBA
Evi5l	EVI5L
Khdrbs2	KHDRBS2
4931414P19Rik	C14orf93
Zglp1	ZGLP1
Zbtb42	ZBTB42
Gm49373	FDX2
Gm49373	
Gm38431	RAVER1
Gm38431	
Stxbp5l	STXBP5L
H2al1o	H2AL1RP
Tlr7	TLR7
Spast	SPAST
Cep170b	CEP170B
Bmpr1a	BMPR1A
Fam72a	FAM72B
Fam72a	FAM72C
Fam72a	FAM72D
Fam72a	FAM72A
Nmnat3	NMNAT3
Gm5415	SENP2
Nup43	NUP43
Avpr1b	AVPR1B
Ythdf3	YTHDF3
Prps2	PRPS2
Kcnk2	KCNK2
Dynlt3	DYNLT3
Rbp1	RBP1
Trpc4ap	TRPC4AP
Lats1	LATS1
Fdx2	FDX2
Fdx2	
Psmb5	PSMB5
H2ap	H2AP
H2al3	
9230112D13Rik	
Sytl5	SYTL5
Cnot2	CNOT2
Psmb11	PSMB11
Slc22a20	
Ccdc84	CENATAC
Cdh24	CDH24
Capn1	CAPN1
Zswim5	ZSWIM5
Gm17606	
Ldb3	LDB3
Cypt12	
Vmn1r29	
Bhlhe22	BHLHE22
Cdkn1b	CDKN1B
Cyp7b1	CYP7B1
Rpl11	RPL11
Dmc1	DMC1
N4bp2l2	N4BP2L2
Gfpt2	GFPT2
Vmn1r30	
Nup133	NUP133
Mas1	MAS1
Frmpd4	FRMPD4
Dars2	DARS2
Arhgef2	ARHGEF2
Nadk	NADK
Sorcs2	SORCS2
Rnf133	RNF133
