Gene name	Mouse gene name
PSG11	Ceacam2
PSG11	Ceacam1
SLC37A3	
FAF1	Faf1
TMEM265	
GCH1	Gch1
PHKG2	Phkg2
ESAM	Esam
SLC6A16	Slc6a16
PPM1B	Ppm1b
SEC11A	Sec11a
SSX1	Ssxb8
SSX1	Gm21876
SSX1	Ssxb2
SSX1	Ssxb1
SSX1	Ssxb6
SSX1	Ssxb3
SSX1	Gm5751
SSX1	Ssxa1
SSX1	Ssx9
SSX1	Gm6592
SSX1	Ssxb5
SSX1	Ssxb10
SSX1	Gm14459
SSX1	Ssxb9
WNT8A	Wnt8a
SLC39A11	Slc39a11
RAB2A	Rab2a
ZNF81	
DPF2	Dpf2
MID2	Mid2
MARCHF3	Marchf3
ERVK3-1	
KIAA0408	9330159F19Rik
FKRP	Fkrp
CLDN18	Cldn18
SGPP1	Sgpp1
FAAH	Faah
SMPD2	Smpd2
PSD2	Psd2
CCDC189	Ccdc189
ACTL10	Actl10
ADHFE1	Adhfe1
TOM1L1	Tom1l1
PDZD11	Pdzd11
DBR1	Dbr1
SYNE2	Syne2
RPS12	
GNAS	Gnas
HEPN1	
GJB7	
PARP14	Parp14
BASP1	Basp1
SUMO4	
FXYD6	Fxyd6
CNKSR3	Cnksr3
MRPS9	Mrps9
TEX11	Tex11
KYAT3	Kyat3
MRPS11	Mrps11
TMEM171	Tmem171
PLK4	Plk4
C5orf15	9530068E07Rik
CIB4	Cib4
ZNF629	Zfp629
PGGT1B	Pggt1b
DZIP1L	Dzip1l
ORAI3	Orai3
VAMP8	Vamp8
HSD3B7	Hsd3b7
SHISAL2A	Shisal2a
SMAD5	Smad5
PSG2	Ceacam10
PSG2	Ceacam2
PSG2	Ceacam1
RBPMS2	Rbpms2
YPEL5	Ypel5
TMEM120A	Tmem120a
BRSK1	Brsk1
	
CHCHD6	Chchd6
FOXO3	Foxo3
DNTTIP2	Dnttip2
STX1B	Stx1b
CDC40	Cdc40
GPR174	Gpr174
SEPTIN6	Septin6
NAA50	Naa50
ODF2L	Odf2l
MAN2C1	Man2c1
RNF180	Rnf180
LGALSL	Gm5065
LGALSL	Lgalsl
MTRNR2L13	
RRS1	Rrs1
STX4	Stx4a
PDE5A	Pde5a
CDKN2AIPNL	Cdkn2aipnl
CHRNA2	Chrna2
GZMA	Gzma
OTOL1	Otol1
RGPD2	
TM4SF18	
ZCCHC10	Zcchc10
SF3B5	Sf3b5
DYNLT1	Dynlt1b
DYNLT1	Dynlt1c
DYNLT1	Dynlt1a
DYNLT1	Dynlt1f
CADPS2	Cadps2
MEIKIN	Meikin
EPS8L1	Eps8l1
MRPL3	Mrpl3
BHMT	Bhmt
BHMT	Gm5096
TMEM214	Tmem214
OPRM1	Oprm1
CXCR5	Cxcr5
STK3	Stk3
GLB1L2	Glb1l2
YTHDC2	Ythdc2
NGFR	Ngfr
PTPRF	Ptprf
ZNF668	Zfp668
FAM104A	Fam104a
ATP6V0D2	Atp6v0d2
B3GAT1	B3gat1
KCNN2	Kcnn2
SYNPR	Synpr
ZNF646	Zfp646
CSF2RA	Csf2ra
TAF2	Taf2
PRSS53	Prss53
PF4	
PDHA2	Pdha2
IGBP1P2	Igbp1
MAD2L1	Mad2l1
	Gm21974
	Vkorc1
TRAPPC2B	Trappc2
LMO2	Lmo2
ZNF578	
VKORC1	Gm21974
VKORC1	Vkorc1
TOB1	Tob1
KLK10	
UBE2D2	Ube2d2a
CD82	Cd82
TANC2	Tanc2
BCKDK	Bckdk
QRFPR	Qrfprl
QRFPR	Qrfpr
KCNIP3	Kcnip3
ADRB3	Adrb3
PCDHB13	Pcdhb16
	Slc25a32
LEAP2	Leap2
PPP3CA	Ppp3ca
CLASRP	Clasrp
LRRTM2	Lrrtm2
FEM1C	Fem1c
	Pde8b
CD300LF	Cd300ld4
CD300LF	Cd300ld5
CD300LF	Cd300ld2
CD300LF	Cd300ld
CD300LF	Cd300lf
CD300LF	Cd300ld3
WDR70	Wdr70
PLEK	Plek
CRCP	Crcp
JAK2	Jak2
UTP23	Utp23
RMND5A	Rmnd5a
HSD17B12	Hsd17b12
POLR3B	Polr3b
CPED1	Cped1
KCNQ3	Kcnq3
TEKT4	
LVRN	Lvrn
TSPAN3	Tspan3
TREH	Treh
KAT8	Kat8
SLC9A2	Slc9a2
CPSF4L	Cpsf4l
SUSD1	Susd1
	Zfy2
	Zfy1
C5AR1	C5ar1
HSF5	Hsf5
SLC1A5	Slc1a5
DHCR24	Dhcr24
RPL31	
	
BTBD17	Btbd17
COG1	Cog1
LUC7L2	Luc7l2
	Adhfe1
LARP6	Larp6
TOX	Tox
LAMTOR3	Lamtor3
PRSS8	Prss8
DAZAP2	Dazap2
LAMA4	Lama4
CCDC34	Ccdc34
ASAP1	Asap1
UNC45A	Unc45a
GABRA4	Gabra4
ANGPTL5	
PRSS36	Prss36
RGS9	Rgs9
ZW10	Zw10
PPP1R12C	Ppp1r12c
FHL1	Fhl4
PRSS58	Prss58
FKBP1B	Fkbp1b
PAIP1	Paip1
TMC1	Tmc1
PMCH	Pmch
EXOC4	Exoc4
CSRP2	Csrp2
TMEM131	Tmem131
COL24A1	
SLC7A11	Slc7a11
PYCARD	Pycard
CEP126	Cep126
VASP	Vasp
TRIM72	Trim72
PDE1B	Pde7b
ZP2	Zp2
AADAC	Aadac
C11orf87	AI593442
TMEM252	Tmem252
EBAG9	Ebag9
GARNL3	Garnl3
MS4A2	Ms4a2
C2orf49	AI597479
ODAD1	
TMEM150C	Tmem150c
ASZ1	Asz1
B3GALNT1	B3galnt1
RORA	Rora
UPK2	Upk2
PDGFRA	Pdgfra
MS4A18	Ms4a18
SNX24	Snx24
MS4A15	Ms4a15
ZNF296	Zfp296
ANKS4B	Anks4b
RNF149	Rnf149
LAIR1	
NPIPB3	
FBXW8	Fbxw8
KIF19	Kif19a
RHEB	Rheb
BHLHE22	Bhlhe22
MAL2	Mal2
BSND	Bsnd
NAGPA	Nagpa
KCNB2	
GPX7	Gpx7
FAM91A1	Fam91a1
RFESD	Rfesd
SLC44A3	Slc44a3
SOCS2	Socs2
GCFC2	Gcfc2
MYO1G	Myo1g
PGRMC2	Pgrmc2
LIX1	Lix1
CACNG4	Cacng4
SNF8	Snf8
HAVCR2	Havcr2
CKAP4	Ckap4
FBXW5	Fbxw5
OPRPN	
GALNT4	Galnt4
RPS3	
EEA1	Eea1
RASSF6	Rassf6
SRP14	Srp14
C8G	C8g
SLA	Sla
SLCO4C1	Slco4c1
EEF2KMT	Eef2kmt
LCN12	Lcn12
DPP8	Dpp8
ST8SIA4	St8sia4
APOH	Apoh
PTGDS	Ptgds
AKR1D1	Akr1d1
VDAC1	Vdac1
RASGRP4	Rasgrp4
	Ptgds
LCNL1	
SDK2	Sdk2
RIC8B	Ric8b
PAXX	Paxx
ATP6V1C2	Atp6v1c2
PCDHB15	Pcdhb22
CEP135	Cep135
TMED7	Tmed7
ING3	Ing3
	
TAF11L6	Taf11
CLIC3	Clic3
IL13	Il13
IQSEC2	Iqsec2
MT4	Mt4
MT2A	Mt1
ABCA2	Abca2
PKN2	Pkn2
MINAR2	Minar2
MT1E	Mt1
PCDHB2	Pcdhb2
FABP2	Fabp2
CDC42EP4	Cdc42ep4
MT1M	Mt1
RAMACL	Gm10767
RAMACL	Ramac
ZC3H12D	Zc3h12d
	
EMCN	Emcn
DLK1	Dlk1
ERAP2	
MT1A	Mt1
	Soga3
GDPD5	Gdpd5
MT1B	Mt1
	
DNAI2	Dnai2
CRY1	Cry1
DNAH6	Dnah6
MT1F	Mt1
SMKR1	
FRK	Frk
SLC26A4	Slc26a4
MT1X	Mt1
PREX2	Prex2
VIP	Vip
CRYM	Crym
E2F7	E2f7
ABCB7	Abcb7
TMED5	Tmed5
RARS2	Rars2
SLC10A4	Slc10a4-ps
OSTM1	Ostm1
GPR142	Gpr142
XRCC2	Xrcc2
CLCA4	Clca4b
CLCA4	Clca4a
GABRG1	Gabrg1
GABRR2	Gabrr2
PRKAG2	Prkag2
ABCA8	Abca8b
IGSF6	Igsf6
PABPC4L	Pabpc4l
DLL1	Dll1
SLFNL1	Slfnl1
RILPL1	Rilpl1
LAPTM4A	Laptm4a
SLC10A6	Slc10a6
KLHL32	Klhl32
GYPE	Gypa
ABCD3	Abcd3
SNX2	Snx2
UQCRC2	Uqcrc2
RAD51AP2	Rad51ap2
	
TMTC3	Tmtc3
INTU	Intu
LRATD2	Lratd2
ARNT2	Arnt2
FUT7	Fut7
COLEC10	Colec10
	
NPDC1	Npdc1
MYC	Myc
MOGAT2	Mogat2
ENTPD2	Entpd2
NCK1	Nck1
MROH7-TTC4	Mroh7
MICAL1	Mical1
TBC1D31	Tbc1d31
DGAT2	Dgat2
PIWIL1	Piwil1
SAPCD2	Sapcd2
NME5	Nme5
BCHE	Bche
CCDC88A	Ccdc88a
UAP1L1	Uap1l1
ADH1A	Adh1
ZMYND12	Zmynd12
ALG14	Alg14
AADACL2	Aadacl2
DPP7	Dpp7
ZZZ3	Zzz3
C4orf33	D3Ertd751e
EID1	Eid1
GOLGA8R	Gm13547
GOLGA8R	Golga2
SBK1	Sbk1
SERPINH1	Serpinh1
CDAN1	Cdan1
NPIPB6	
GRIN1	Grin1
	
RARRES1	Rarres1
ALB	Alb
YIPF1	Yipf1
ARHGEF26	Arhgef26
NPIPB7	
APOBR	Apobr
WSCD2	Wscd2
	Rnf43
CACNG1	Cacng1
IL27	Il27
TAS2R5	
SLC9A3R1	Slc9a3r1
SGF29	Sgf29
WNT16	Wnt16
LDLRAD1	Ldlrad1
AGTR2	Agtr2
ZDHHC9	Zdhhc9
PSMD12	Psmd12
MEX3B	Mex3b
ZNF862	
GPR4	Gpr4
ADAMTSL3	Adamtsl3
CD37	Cd37
SPSB4	Spsb4
MS4A7	Ms4a7
PTN	Ptn
	
TM4SF1	Tm4sf1
TUFM	Tufm
HCFC2	Hcfc2
MAP3K4	Map3k4
TMEM229A	Tmem229a
GJB4	Gjb4
SRPK2	Srpk2
TMEM125	Tmem125
ZFPM2	Zfpm2
DMRTA2	Dmrta2
MS4A14	Ms4a14
UTP14A	Utp14b
UTP14A	Utp14a
HIVEP3	Hivep3
RABEP2	Rabep2
SLC5A8	Slc5a8
ZHX1	Zhx1
CFAP54	Cfap54
ALG1L2	Alg1
PCDHB10	Pcdhb18
ZHX1-C8orf76	9130401M01Rik
ZHX1-C8orf76	Gm29394
STK32A	Stk32a
IZUMO2	Izumo2
MS4A5	Ms4a5
SH3GLB1	Sh3glb1
SLC9A9	Slc9a9
ELF4	Elf4
HDC	Hdc
CD19	Cd19
SLC7A10	Slc7a10
OAF	Oaf
BCORL1	Bcorl1
POU2F3	Pou2f3
PRAMEF8	Pramel22
PRAMEF8	Pramel26
PRAMEF8	Gm12790
PRAMEF8	Gm6205
PRAMEF8	Gm3183
PRAMEF8	C130073F10Rik
PRAMEF8	Pramel14
PRAMEF8	AA792892
PRAMEF8	Pramel38
PRAMEF8	
PRAMEF8	Gm13040
PRAMEF8	Oog2
PRAMEF8	
PRAMEF8	Pramel49
PRAMEF8	Pramel30
PRAMEF8	Gm13057
PRAMEF8	
PRAMEF8	Pramel11
PRAMEF8	Pramel51
PRAMEF8	
PRAMEF8	Gm13043
PRAMEF8	Pramel50
PRAMEF8	
PRAMEF8	Pramel5
PRAMEF8	Gm2042
PRAMEF8	
PRAMEF8	Pramel19
PRAMEF8	Pramel31
PRAMEF8	
PRAMEF8	Oog4
PRAMEF8	Gm7982
PRAMEF8	Pramel47
PRAMEF8	
PRAMEF8	Pramel41
PRAMEF8	
PRAMEF8	Pramel24
PRAMEF8	Pramel25
PRAMEF8	
PRAMEF8	Pramel35
PRAMEF8	Gm6367
PRAMEF8	Pramel32
PRAMEF8	
PRAMEF8	Gm13102
PRAMEF8	Gm16513
PRAMEF8	
PRAMEF8	
PRAMEF8	Pramel37
PRAMEF8	Oog3
PRAMEF8	Pramel17
PRAMEF8	Pramel48
PRAMEF8	
PRAMEF8	Pramel44
PRAMEF8	Pramel39
PRAMEF8	Pramel28
PRAMEF8	
PRAMEF8	Pramel29
PRAMEF8	Pramel4
PRAMEF8	Pramel36
PRAMEF8	Pramel15
PRAMEF8	Pramel45
PRAMEF8	
PRAMEF8	Pramel13
PRAMEF8	Pramel7
PRAMEF8	
PRAMEF8	Pramel43
PRAMEF8	Pramel42
PRAMEF8	Pramel23
PRAMEF8	Gm16367
PRAMEF8	Gm3286
PRAMEF8	
PRAMEF8	Pramel34
PRAMEF8	Gm6351
PRAMEF8	E330014E10Rik
PRAMEF8	
PRAMEF8	Pramel27
PRAMEF8	Pramel6
PRAMEF8	Gm12789
PRAMEF8	
PRAMEF8	Pramel1
PRAMEF8	
PRAMEF8	Pramel40
PRAMEF8	Pramel18
PRAMEF8	Pramel20
PRAMEF8	
PRAMEF8	
PRAMEF8	Pramel33
PRAMEF8	Pramel46
PRAMEF8	Oog1
PRAMEF8	
PRAMEF8	Pramel21
PRAMEF8	Pramel12
PRAMEF8	
PRAMEF8	Pramel16
SIAH2	Siah2
KSR2	Ksr2
	
SQLE	Sqle
NEK11	Nek11
RHOBTB3	Rhobtb3
EMP3	Emp3
TM2D1	Tm2d1
BPGM	Bpgm
IRS4	Irs4
ACE2	Ace2
AGK	Agk
NAT9	Nat9
DENR	Denr
BORCS8	Borcs8
ARRDC4	Arrdc4
TCEAL4	
NFATC2IP	Nfatc2ip
PPP1R14B	Ppp1r14bl
PPP1R14B	Ppp1r14b
SDC2	Sdc2
HOXC13	
SCP2	Scp2
IVD	Ivd
MIP	
KCNK4	Kcnk4
TCEAL3	Tceal6
TCEAL3	Tceal3
TCEAL3	Tceal5
ATP6V0E1	Atp6v0e
POTEG	
SPNS1	Spns1
RASAL1	Rasal1
GEMIN7	Gemin7
ZSCAN22	Zscan22
FAM199X	Fam199x
POLD1	Pold1
CTNNA1	Ctnna1
ESX1	Esx1
CATSPERZ	Catsperz
OR4N2	
PLCXD1	Plcxd1
PKHD1L1	Pkhd1l1
PRDX5	Prdx5
DDIT4L	Ddit4l
LRBA	Lrba
ACSBG1	Acsbg1
CARMIL3	Carmil3
CCDC88B	Ccdc88b
CTAG1A	Ctag2l1
CTAG1A	Ctag2l2
CTAG1A	Ctag2
APLN	Apln
HOXB7	Hoxb7
BCKDHB	Bckdhb
XPNPEP2	Xpnpep2
GRIN2C	Grin2c
	
TMEM210	Tmem210
INSIG1	Insig1
SASH3	Sash3
ANAPC2	Anapc2
NRL	Nrl
HOOK1	Hook1
PCK2	Pck2
PLAGL1	Plagl1
NMB	Nmb
ARAF	Araf
DUS4L-BCAP29	Dus4l
	Oc90
	Gosr2
RBP1	Rbp1
NLGN3	Nlgn3
SSNA1	Ssna1
CYRIB	Cyrib
INO80	Ino80
BCAR3	Bcar3
TPRN	Tprn
KCTD2	Kctd2
ACTR3B	Actr3b
RPS6KA4	RPS6KA4
	
TMEM203	Tmem203
	Ndor1
RNF208	Rnf208
CYSRT1	Cysrt1
RNF224	Rnf224
SLC34A3	Slc34a3
LPO	Lpo
NUP37	Nup37
PLD1	Pld1
TUBB4B	Tubb4b
APOOL	Apool
FAM166A	Fam166a
SAMD3	Samd3
CHRDL1	Chrdl1
NPIPB11	
STPG3	Stpg3
PAXIP1	Paxip1
ANAPC5	Anapc5
BOLA2	Bola2
BOLA2-SMG1P6	
DCAF11	Dcaf11
SLX1B	Slx1b
BARHL2	Barhl2
SLC22A11	
DMAP1	Dmap1
HELZ	Helz
PAK3	Pak3
NELFB	Nelfb
SLC22A12	Slc22a12
SAE1	Sae1
RBM27	Rbm27
TOR4A	Tor4a
NRARP	Nrarp
TEK	Tek
NPIPB12	
AKR1B1	Akr1b3
RAMAC	Gm10767
RAMAC	Ramac
TNFSF10	Tnfsf10
SNX18	Snx18
	
SPN	Spn
	Acsl6
PIK3R1	Pik3r1
TAOK2	Taok2
KLHL25	Klhl25
RYR1	Ryr1
QKI	Qk
NRXN2	Nrxn2
AHCYL1	Ahcyl1
MEF2A	Mef2a
CAPN6	Capn6
ACADS	Acads
TMEM213	Tmem213
SERTM2	A730046J19Rik
SRPX2	Srpx2
TRIM24	Trim24
CNN3	Cnn3
HIRIP3	Hirip3
RPL38	Rpl38
LTA4H	Lta4h
ZNF462	Zfp462
GRHL2	Grhl2
ATP1B4	
INO80E	Ino80e
VAV3	Vav3
PHC3	Phc3
TBC1D16	Tbc1d16
SLCO3A1	Slco3a1
	
PSME1	Psme1
LAMP2	
RASGRP2	Rasgrp2
ZNF777	Zfp777
RHPN1	Rhpn1
KDM7A	Kdm7a
ACTL7B	Actl7b
SCLT1	Sclt1
ACTL7A	Actl7a
GALNTL5	Galntl5
ZUP1	Zup1
ELP1	Elp1
AEN	Aen
MCTS1	
OC90	Oc90
IMPG1	Impg1
C1GALT1C1	
CUL4B	
COX11	Cox11
NTN4	Ntn4
DOC2A	Doc2a
LACTB2	Lactb2
THG1L	Thg1l
MORF4L1	
MACC1	Macc1
ARC	Arc
EMC9	Emc9
CDKL2	Cdkl2
POU5F1B	Pou5f1
TRAM1	Tram1
AKR1B10	Akr1b8
AKR1B10	Akr1b7
AKR1B10	Akr1b10
DPYD	Dpyd
MTRF1L	Mtrf1l
PXYLP1	Pxylp1
ARHGAP24	Arhgap24
PELO	Pelo
CBX1	Cbx1
HAVCR1	BC053393
HAVCR1	Gm12169
HAVCR1	Timd2
HAVCR1	Havcr1
PNRC1	Pnrc1
PSME2	Psme2b
PSME2	Psme2
ZNF425	
TXLNB	Txlnb
TLCD4	
KLK11	
LY6D	Ly6d
MED13	Med13
ZC3HC1	Zc3hc1
NCOA2	Ncoa2
GRM1	Grm1
POU3F1	Pou3f1
LRRC8D	Lrrc8d
FAM13A	Fam13a
PANK3	Pank3
TLCD3B	Tlcd3b
PSMD9	Psmd9
S1PR1	S1pr1
ZNF548	Zfy2
ZNF548	Zfy1
JAKMIP2	Jakmip2
SLC35G2	Slc35g2
NBPF6	
NFE2L1	Nfe2l1
LXN	Lxn
TG	Tg
TMEM178B	Tmem178b
PPP4C	Ppp4c
FMC1	Fmc1
CD22	Cd22
SCHIP1	Iqschfp
SCHIP1	Schip1
MCOLN3	Mcoln3
ZNF746	Zfp746
RNF31	Rnf31
SLC48A1	Slc48a1
PYGM	Pygm
CHCHD3	Chchd3
PSMD11	Psmd11
SPPL3	Sppl3
RSPO3	Rspo3
LRRIQ4	Lrriq4
FNDC3B	Fndc3b
SH3BGRL2	Sh3bgrl2
ARFGEF3	Arfgef3
ELAPOR1	Elapor1
NRF1	Nrf1
MAP4K2	Map4k2
RAP1B	Rap1b
YPEL3	Ypel3
RSAD1	Rsad1
FUCA2	Fuca2
LHFPL2	Lhfpl2
DAPP1	Dapp1
HOXB6	Hoxb6
STK10	Stk10
GDPD3	Gdpd3
SSTR2	Sstr2
ZNHIT1	Znhit1
SLC25A31	Slc25a31
SLC17A5	Slc17a5
	Rnf31
MAPK3	Mapk3
	Ltv1
TMPRSS11E	Tmprss11e
IRF9	Irf9
SLC22A3	Slc22a3
LRRC24	Lrrc24
SI	Sis
TAAR9	Taar9
ZNF282	Zfp282
N4BP3	N4bp3
WASF1	Wasf1
HOXB1	Hoxb1
FZD6	Fzd6
PCBD2	Pcbd2
PTRH2	Ptrh2
PCDH10	Pcdh10
LILRA2	
DENND2A	Dennd2a
	Det1
TMEM154	Tmem154
ADAM10	Adam10
ENDOV	Endov
MTMR12	Mtmr12
TMPRSS11F	Tmprss11f
SBSPON	Sbspon
REC8	Rec8
TOP1MT	Top1mt
CT45A3	Gm648
CT45A5	Gm648
CT45A6	Gm648
ARHGAP29	Arhgap29
EHD1	Ehd1
PRC1	Prc1
NSUN7	Nsun7
CT45A2	Gm648
TNNI3	Tnni3
CT45A7	Gm648
ABITRAM	Abitram
OGDH	Ogdh
CT45A8	Gm648
CTNNAL1	Ctnnal1
IPO4	Ipo4
FBXO5	Fbxo5
CT45A9	Gm648
MMGT1	Mmgt1
MMGT1	Mmgt2
PPP2CA	Ppp2ca
PPIL4	Ppil4
GYPB	Gypa
CXorf66	Gm7073
	Gm715
DCX	Dcx
ATG2A	Atg2a
ERMARD	9030025P20Rik
ERMARD	Gm3435
ERMARD	Ermard
LCN9	Lcn9
RPL22L1	Rpl22l1
CCDC9	Ccdc9
FUBP3	Fubp3
GTF2H2	Gtf2h2
BOLA2B	Bola2
TMEM104	Tmem104
SPATA16	Spata16
MEIS1	Meis1
ABCA4	Abca4
EXOSC2	Exosc2
MARK4	Mark4
	Herc3
RNF150	Rnf150
PPP2R5B	Ppp2r5b
LY6E	Ly6e
HLF	Hlf
NPIPB13	
GPR160	Gpr160
SH3GL3	Sh3gl3
GPHA2	Gpha2
CD2BP2	Cd2bp2
MAJIN	Majin
MAP2K3	Map2k3
ARMC8	Armc8
INPP4B	Inpp4b
TBC1D10B	Tbc1d10b
BATF2	Batf2
KLK13	
GPM6B	Gpm6b
ABL1	Abl1
ARL2	Arl2
ZNF398	Zfp398
KRCC1	Krcc1
CORO1A	Coro1a
TNFAIP3	Tnfaip3
FAM110C	Fam110c
GML	Gml
GML	Gml2
CDC42BPG	Cdc42bpg
FBXO48	Fbxo48
	
QRFP	Qrfp
CREG2	Creg2
FIBCD1	Fibcd1
GPIHBP1	Gpihbp1
OTX1	Otx1
GYS1	Gys1
GEMIN8	Gemin8
JRK	Jrk
ZSCAN2	Zscan2
PRDM12	Prdm12
PGM1	Pgm1
OR52R1	Olfr584
OR52R1	Olfr582
OR52R1	Olfr569
UBXN2A	Ubxn2a
TMEM164	Tmem164
ZMIZ2	Zmiz2
OR51G1	Olfr578
IER5L	Ier5l
OR51A2	
OR52J3	Olfr592
OR52E2	Olfr589
LYPD2	Lypd2
HBB	
SLURP2	
RTL9	Rtl9
	
GPR45	Gpr45
IGSF21	Igsf21
CYP11B2	
SOWAHD	Sowahd
RPL39	Rpl39
CNTNAP3	Cntnap3
ST6GAL2	St6gal2
UPF3B	Upf3b
COA7	Coa7
HBD	
MRPL46	Mrpl46
ZNF696	
ABCA9	Abca9
DKKL1	Dkkl1
ADGRB1	Adgrb1
DPYSL3	Dpysl3
MAD2L2	Mad2l2
	
HBG2	
	
HBE1	Hbb-y
RASGRP3	Rasgrp3
LILRA1	
RNF113A	Rnf113a1
NDUFA1	Ndufa1
AKAP14	Akap14
OR51B4	Olfr66
OR51B5	
LRRK1	Lrrk1
GPR139	Gpr139
LAT	Lat
OR51B6	Olfr623
OR51B6	Olfr65
	Gm49378
	Tm9sf1
OR51Q1	Olfr635
OR51Q1	Olfr638
OR52D1	Olfr646
UBQLN3	Ubqln3
SPATA31A1	
RELB	Relb
ZC2HC1B	Zc2hc1b
NKAP	Nkap
TM9SF1	Gm49378
TM9SF1	Tm9sf1
USP44	Usp44
UBQLNL	Ubqlnl
PPM1D	Ppm1d
OR52B6	Olfr650-ps1
LSM11	Lsm11
ZNF330	Zfp330
TRIM6	Trim6
RSPO2	Rspo2
EFCAB9	Efcab9
GINM1	Ginm1
AFF4	Aff4
TESC	Tesc
SAMD5	Samd5
	
CASK	Cask
ANKRD20A2P	
RAC3	Rac3
C8orf76	9130401M01Rik
C8orf76	Gm29394
SYT5	Syt5
TSPYL6	
ARG1	Arg1
SVOPL	Svopl
RBM19	Rbm19
	Gm49378
	Tm9sf1
TSSK4	Tssk4
SKAP1	Skap1
SLC26A1	Slc26a1
ALK	Alk
CHMP4A	
SYNM	Synm
TSNARE1	
SPATA18	Spata18
SLC46A2	Slc46a2
INAFM1	Inafm1
PPP1R37	Ppp1r37
TRIM6-TRIM34	Trim34a
TRIM6-TRIM34	Trim34b
MKLN1	Mkln1
MDP1	
SLC31A2	Slc31a2
ITPKC	
AFAP1L1	Afap1l1
PSMB1	Psmb1
OR1K1	
HERC3	Herc3
RC3H2	Rc3h2
OLFML3	Olfml3
CTU1	
NEDD8-MDP1	
ZNF599	
TRIM22	Trim75
SLC2A12	Slc2a12
CHD2	Chd2
NEDD8	Nedd8
SERINC1	Serinc1
PTPRH	Ptprh
KHDRBS3	Khdrbs3
ULBP1	
SLX1A	Slx1b
YIPF5	Yipf5
ARHGAP18	Arhgap18
TRABD2B	Trabd2b
TINF2	Tinf2
GCLM	Gclm
CMAS	Cmas
SULT1A4	Sult5a1
GATB	Gatb
JAZF1	Jazf1
RPF1	Rpf1
SOBP	Sobp
LRRC10	Lrrc10
MLEC	Mlec
TGFBR3	Tgfbr3
AGPAT4	Agpat4
MCC	Mcc
OR56B1	Olfr504
OR56B1	Olfr657
OR52E6	Olfr675
OR52E6	Olfr671
COPG2	Copg2
	Zfp41
OR52E8	Olfr675
OR52E8	Olfr671
SLURP1	Slurp1
HBG1	
MRGPRG	Mrgprg
ZBTB6	Zbtb6
CAMKK2	Camkk2
MRGPRE	Mrgpre
ZBTB26	Zbtb26
ZNF251	Zfp251
TGM1	Tgm1
CES1	Ces1c
CES1	Ces1h
CES1	Ces1b
CES1	Ces1g
CES1	Ces1d
RABGAP1	Rabgap1
ZNF195	Zfp54
ZNF195	Gm7145
ZNF195	Gm28168
ZNF195	2610021A01Rik
ZNF195	Gm28360
GLI4	
WDR27	Wdr27
RGS9BP	Rgs9bp
C19orf54	
ST3GAL1	St3gal1
DHRS1	Dhrs1
N4BP2	N4bp2
PRDM6	Prdm6
RPL18A	Rpl18a
CCDC112	Ccdc112
FAM180A	Fam180a
ADCY8	Adcy8
PIK3R3	Gm49337
PIK3R3	Pik3r3
STRBP	Strbp
TCF23	Tcf23
LRRC17	Lrrc17
NOP9	Nop9
ATP1B3	Atp1b3
TGFA	Tgfa
TBXAS1	Tbxas1
POP4	Pop4
FREM3	Frem3
FAM135B	Fam135b
HPGDS	Hpgds
SLCO6A1	Slco6d1
SLCO6A1	Slco6c1
SERAC1	Serac1
CIDEB	Cideb
CHTF8	Chtf8
GFM1	Gfm1
AGBL5	Agbl5
LTB4R2	Ltb4r2
ATP1A3	Atp1a3
LTB4R	
CACNA1G	Cacna1g
SZT2	Szt2
GLG1	Glg1
RIPK3	Ripk3
GPT	Gpt
LRRC28	Lrrc28
FCHSD1	Fchsd1
NFATC4	Nfatc4
BNC2	Bnc2
	
TMEM212	Tmem212
SLC22A2	Slc22a2
ERICH6	Erich6
GLYATL1B	
FAM111B	
VWA3B	Vwa3b
HHIP	Hhip
	Tjp2
DTX4	Dtx4
FXN	Fxn
LYNX1	Lynx1
PPIC	Ppic
TJP2	Tjp2
GMPS	Gmps
TTC33	Ttc33
RBM46	Rbm46
MPEG1	Pfpl
MPEG1	Mpeg1
LYNX1-SLURP2	
ZDHHC14	Zdhhc14
VWA5A	Vwa5a
VWA5A	AW551984
LNPEP	Lnpep
NR3C2	Nr3c2
ZHX2	Zhx2
C16orf95	1700018B08Rik
TTC23	Ttc23
PHTF1	Phtf1
MRTFB	Mrtfb
VIPR2	Vipr2
ZFP41	Zfp41
LRRC34	Lrrc34
HHLA1	Hhla1
GJE1	Gje1
	Cnksr3
C6orf58	2310057J18Rik
BTNL9	Btnl9
ZNF181	
RPL7	Rpl7
CCN6	Ccn6
SRSF7	Srsf7
RPS3A	Rps3a1
FFAR3	Ffar3
PPARGC1B	Ppargc1b
EEFSEC	Eefsec
LILRB4	Pirb
LILRB4	Gm15448
LILRB4	Gm15922
LILRB4	Lilra6
LILRB4	Gm14548
LILRB4	Lilra5
LILRB4	Pira2
EIF3CL	Eif3c
COL28A1	Col28a1
RGMA	Rgma
C8orf82	C030006K11Rik
GSTM5	
SLC2A2	Slc2a2
CPQ	Cpq
PERCC1	Percc1
ZNF469	Zfp469
CA5A	Car5a
EPS8L2	Eps8l2
PDE7B	
WDR77	Wdr77
PLA2G10	Pla2g10
LRCH4	Lrch4
LRCH4	Gm20605
MLXIP	Mlxip
EFR3A	Efr3a
EIF3C	Eif3c
PLD3	Pld3
